art_id	thread_id	User1	User2	length
25163408	76420	Counteraction	Guettarda	4
25163408	76420	Counteraction	Guettarda	4
25163408	76420	Counteraction	Guettarda	6
25163408	76475	93.86.205.97	Nigelj	3
25163408	76475	93.86.205.97	Hipocrite	3
25163408	76486	ChrisO	Guettarda	3
25163408	76528	Scjessey	Dimawik	3
25163408	76528	Scjessey	Nightmote	3
25163408	76528	Scjessey	Dimawik	4
25163408	76539	Drolz09	Apis O-tang	5
25163408	76539	Drolz09	Nil Einne	3
25163408	76539	Drolz09	Nil Einne	3
25163408	76587	Ignignot	Phoenix and Winslow	3
25163408	76587	ChrisO	Atmoz	3
25163408	76848	Tony Sidaway	The Four Deuces	3
25163408	76848	Tony Sidaway	Sphilbrick	3
25163408	76848	Tony Sidaway	Sphilbrick	4
25163408	76848	ChrisO	Collect	3
25163408	76891	Drolz09	Tony Sidaway	3
25163408	76891	Drolz09	Guettarda	3
25163408	76891	Drolz09	Tony Sidaway	3
25163408	76911	Drolz09	Scjessey	3
25163408	76911	Drolz09	Scjessey	3
25163408	76911	Drolz09	Scjessey	3
25163408	76911	Tony Sidaway	Apis O-tang	3
25163408	76972	Drolz09	Tony Sidaway	3
25163408	76972	Drolz09	The Four Deuces	3
25163408	76972	Drolz09	Tony Sidaway	5
25163408	76972	Drolz09	ChrisO	5
25163408	76972	Drolz09	Tony Sidaway	3
25163408	76972	Drolz09	Tony Sidaway	3
25163408	77005	JettaMann	Scjessey	4
25163408	77042	Short Brigade Harvester Boris	Stephan Schulz	3
25163408	77100	Jheiv	Gigs	3
25163408	77100	Jheiv	Viriditas	3
25163408	77100	Jheiv	Viriditas	3
25163408	77122	JettaMann	Sphilbrick	3
25163408	77122	JettaMann	Gigs	3
25163408	77122	JettaMann	Gigs	3
25163408	77249	GregorB	ChrisO	3
25163408	77249	A Quest For Knowledge	Scjessey	3
25163408	77312	Guettarda	Phoenix and Winslow	4
25163408	77312	Phoenix and Winslow	Gigs	3
25163408	77312	Phoenix and Winslow	Scjessey	3
25163408	77363	Tony Sidaway	Jonathan A Jones	3
25163408	77413	Marknau	Tony Sidaway	3
25163408	77413	Marknau	Guettarda	3
25163408	77524	99.151.166.95	Gigs	3
25163408	77524	99.151.166.95	A Quest For Knowledge	3
25163408	77524	99.151.166.95	Guettarda	3
25163408	77573	Drolz09	Gigs	3
25163408	77573	A Quest For Knowledge	The Four Deuces	3
25163408	77573	A Quest For Knowledge	The Four Deuces	3
25163408	77573	Drolz09	Gigs	3
25163408	77573	Drolz09	Gigs	3
25163408	77573	Drolz09	Gigs	3
25163408	77598	Drolz09	Guettarda	4
25163408	77650	Macai	Viriditas	8
25163408	77650	Macai	Viriditas	8
25163408	77698	Tony Sidaway	Apis O-tang	3
25163408	77723	A Quest For Knowledge	Tony Sidaway	3
25163408	77730	Scjessey	Phoenix and Winslow	3
25163408	77756	99.151.166.95	Gigs	3
25163408	77756	99.151.166.95	A Quest For Knowledge	3
25163408	77756	99.151.166.95	Guettarda	3
25163408	77786	Phoenix and Winslow	Stephan Schulz	3
25163408	77786	Guettarda	Phoenix and Winslow	3
25163408	77786	Marknau	Guettarda	4
25163408	77837	Jheiv	ChrisO	3
25163408	77862	Macai	Flegelpuss	3
25163408	78154	Cirt	Tony Sidaway	3
25163408	78174	Smallman12q	ChrisO	3
25163408	78174	Smallman12q	Tony Sidaway	4
25163408	78220	Tony Sidaway	TMLutas	3
25163408	78220	Tony Sidaway	TMLutas	3
25163408	78220	Tony Sidaway	Jjmcdonald29	3
25163408	78220	Tony Sidaway	Jjmcdonald29	3
25163408	78220	Tony Sidaway	Nightmote	3
25163408	78220	Scjessey	Nightmote	3
25163408	78313	Oren0	Tony Sidaway	3
25163408	78313	Oren0	Tony Sidaway	3
25163408	78421	Tony Sidaway	Heyitspeter	4
25163408	78448	Scjessey	Tony Sidaway	4
25163408	78448	Dhatfield	ChrisO	3
25163408	78503	Tony Sidaway	Heyitspeter	3
25163408	78503	Tony Sidaway	A Quest For Knowledge	3
25163408	78503	Tony Sidaway	ChrisO	3
25163408	78546	Nightmote	Ignignot	3
25163408	78555	216.153.214.89	Tony Sidaway	3
25163408	78555	216.153.214.89	Scjessey	3
25163408	78563	Sphilbrick	Tillman	3
25163408	78576	ChrisO	Nightmote	3
25163408	78636	Scjessey	Wikidemon	4
25163408	78667	Guettarda	Scjessey	4
25163408	78667	Scjessey	Tony Sidaway	3
25163408	78685	Jheiv	Oren0	3
25163408	78796	Psb777	jheiv	4
25163408	78802	Dhatfield	Tony Sidaway	3
25163408	78802	Dhatfield	A Quest For Knowledge	3
25163408	78802	Dhatfield	Tony Sidaway	3
25163408	78802	Tony Sidaway	24.87.71.192	3
25163408	78802	Tony Sidaway	24.87.71.192	3
25163408	78827	Psb777	Farsight001	6
25163408	78827	Farsight001	216.153.214.89	3
25163408	78905	Jarhed	Sphilbrick	5
25163408	78905	Jarhed	Viriditas	5
25163408	78905	Jarhed	Wikidemon	3
25163408	78930	Viriditas	Cadae	3
25163408	78943	Psb777	Scjessey	6
25163408	78943	Scjessey	Jc-S0CO	4
25163408	78943	Psb777	Scjessey	6
25163408	78943	Scjessey	Jarhed	3
25163408	78943	Scjessey	Jarhed	6
25163408	78967	Psb777	Tarc	3
25163408	78967	Psb777	Scjessey	6
25163408	78967	Psb777	Scjessey	6
25163408	78991	216.153.214.89	Scjessey	3
25163408	78991	216.153.214.89	Guettarda	3
25163408	78991	216.153.214.89	Scjessey	4
25163408	79017	Scjessey	Tony Sidaway	3
25163408	79017	Scjessey	Nigelj	3
25163408	79017	Scjessey	Tony Sidaway	3
25163408	79017	Scjessey	Tony Sidaway	3
25163408	79017	Scjessey	Tony Sidaway	3
25163408	79073	Mariordo	Scjessey	6
25163408	79073	Mariordo	Scjessey	6
25163408	79073	A Quest For Knowledge	Tony Sidaway	9
25163408	79143	Psb777	Dave souza	5
25163408	79143	Psb777	Dave souza	5
25163408	79168	Marknutley	Simonmar	3
25163408	79168	Marknutley	Simonmar	3
25163408	79218	216.153.214.89	Guettarda	3
25163408	79218	216.153.214.89	Dave souza	3
25163408	79218	216.153.214.89	Guettarda	4
25163408	79273	Scjessey	216.153.214.89	7
25163408	79273	Scjessey	A Quest For Knowledge	4
25163408	79273	Scjessey	A Quest For Knowledge	4
25163408	79273	Jarhed	Scjessey	3
25163408	79273	Jarhed	Scjessey	3
25163408	79306	Short Brigade Harvester Boris	Rockfang	3
25163408	79306	Short Brigade Harvester Boris	Rockfang	4
25163408	79531	Psb777	Scjessey	4
25163408	79531	Psb777	Scjessey	4
25163408	79531	Scjessey	Troed	4
25163408	79584	Echofloripa	Nil Einne	3
25163408	79592	Gunnanmon	Scjessey	5
25163408	79713	Adam.T.Historian	Short Brigade Harvester Boris	5
25163408	79747	jheiv	Short Brigade Harvester Boris	4
25163408	79798	7390r0g	Guettarda	3
25163408	80020	ChrisO	Wikidemon	3
25163408	80020	ChrisO	Wikidemon	3
25163408	80045	Jarhed	The Four Deuces	3
25163408	80101	Prodego	Heyitspeter	3
25163408	80177	Guettarda	Psb777	4
25163408	80219	Guettarda	Troed	5
25163408	80241	Troed	Scjessey	3
25163408	80274	Jpat34721	Hipocrite	3
25163408	80274	Jpat34721	ChrisO	3
25163408	80306	Jpat34721	KimDabelsteinPetersen	3
25163408	80321	Adam.T.Historian	Scjessey	3
25163408	80321	Adam.T.Historian	Scjessey	5
25163408	80321	Adam.T.Historian	Dave souza	5
25163408	80357	Sphilbrick	Scjessey	3
25163408	80357	Sphilbrick	Scjessey	3
25163408	80364	Prodego	Scjessey	5
25163408	80364	Prodego	Guettarda	6
25163408	80364	Jpat34721	Prodego	3
25163408	80364	Jpat34721	Prodego	3
25163408	80406	Guettarda	Arkon	3
25163408	80423	Jpat34721	Guettarda	3
25163408	80423	Scjessey	Arkon	3
25163408	80423	Guettarda	Arkon	4
25163408	80453	Guettarda	Nsaa	3
25163408	80494	Jpat34721	Hipocrite	6
25163408	80563	Jpat34721	Dave souza	7
25163408	80563	Jpat34721	Scjessey	3
25163408	80563	Jpat34721	Scjessey	3
25163408	80563	Jpat34721	Scjessey	3
25163408	80595	Scjessey	Jpat34721	5
25163408	80595	Scjessey	Jpat34721	5
25163408	80616	Jpat34721	Scjessey	4
25163408	80616	Jpat34721	Scjessey	7
25163408	80616	Jpat34721	Scjessey	7
25163408	80642	Ignignot	Jpat34721	3
25163408	80642	Scjessey	Jpat34721	5
25163408	80671	Jpat34721	Hipocrite	3
25163408	80671	Jpat34721	Hipocrite	3
25163408	80698	Scjessey	Jpat34721	7
25163408	80698	Magicjava	Dave souza	4
25163408	80698	Magicjava	Dave souza	4
25163408	80698	Magicjava	Dave souza	5
25163408	80698	Magicjava	Dave souza	5
25163408	80769	Heyitspeter	Hipocrite	4
25163408	80769	Scjessey	-1	3
25163408	80769	Scjessey	Nigelj	3
25163408	80769	Scjessey	-1	4
25163408	80832	Nsaa	Scjessey	3
25163408	80857	Dave souza	Nil Einne	3
25163408	80866	Nigelj	Jpat34721	3
25163408	80872	ChrisO	Guettarda	3
25163408	80872	ChrisO	Sphilbrick	3
25163408	80886	Jpat34721	87.244.196.122	3
25163408	80886	Jpat34721	Short Brigade Harvester Boris	3
25163408	80886	Jpat34721	Guettarda	4
25163408	80886	Guettarda	Wikidemon	7
25163408	80905	Nsaa	Dave souza	3
25163408	80905	Nsaa	Dave souza	3
25163408	80905	Nsaa	Dave souza	3
25163408	80918	Oren0	Guettarda	4
25163408	80980	Scjessey	Marknutley	3
25163408	80980	Echofloripa	Dave souza	3
25163408	80980	Marknutley	Scjessey	6
25163408	80980	Marknutley	Scjessey	6
25163408	80980	Marknutley	Scjessey	6
25163408	81005	Dave souza	Ignignot	3
25163408	81005	Dave souza	83.86.0.82	3
25163408	81044	Nigelj	Dave souza	3
25163408	81070	Echofloripa	Nigelj	3
25163408	81070	Scjessey	Ignignot	3
25163408	81087	Heyitspeter	Scjessey	3
25163408	81096	Nsaa	Scjessey	4
25163408	81096	Guettarda	Nsaa	3
25163408	81096	Nsaa	Scjessey	6
25163408	81096	Nsaa	Scjessey	8
25163408	81096	Nsaa	Scjessey	8
25163408	81096	Scjessey	Femmina	3
25163408	81096	Arzel	Guettarda	5
25163408	81135	JettaMann	Guettarda	3
25163408	81135	JettaMann	Dave souza	3
25163408	81146	Scjessey	A Quest For Knowledge	3
25163408	81196	Scjessey	Jpat34721	4
25163408	81240	Jpat34721	Hipocrite	5
25163408	81240	Jpat34721	Hipocrite	7
25163408	81240	Jpat34721	Hipocrite	7
25163408	81314	Jpat34721	Arzel	3
25163408	81458	Hipocrite	Marknutley	3
25163408	81489	Jpat34721	Hipocrite	4
25163408	81489	Jpat34721	Hipocrite	4
25163408	81489	Jpat34721	Hipocrite	5
25163408	81580	Oiler99	88.109.170.186	3
25163408	81614	Ronnotel	Scjessey	3
25163408	81636	Nightmote	Off2riorob	3
25163408	81642	Off2riorob	Heyitspeter	3
25163408	81642	Off2riorob	Heyitspeter	3
25163408	81642	A Quest For Knowledge	ChrisO	3
25163408	81662	79.71.175.138	Nightmote	3
25163408	81662	79.71.175.138	Ignignot	3
25163408	81687	24.11.186.64	Verbal	3
25163408	81718	Dave souza	A Quest For Knowledge	4
25163408	81718	Dave souza	A Quest For Knowledge	4
25163408	81760	Scjessey	Nsaa	3
25163408	81760	Scjessey	Arzel	3
25163408	81808	Hipocrite	Marknutley	3
25163408	81808	Hipocrite	Marknutley	3
25163408	81833	Heyitspeter	Dave souza	6
25163408	81833	Heyitspeter	Dave souza	6
25163408	81833	Heyitspeter	Dave souza	6
25163408	81993	William M. Connolley	Tillman	3
25163408	82272	Marknutley	Hipocrite	5
25163408	82272	Marknutley	Scjessey	3
25163408	82272	Marknutley	Scjessey	3
25163408	82272	Marknutley	Hipocrite	5
25163408	82320	142.68.92.131	Nightmote	3
25163408	82336	A Quest For Knowledge	91.153.115.15	3
25163408	82411	Scjessey	Hipocrite	4
25163408	82439	Hipocrite	Scjessey	3
25163408	82439	Hipocrite	Nightmote	3
25163408	82454	Hipocrite	Nightmote	3
25163408	82454	Hipocrite	Nightmote	3
25163408	82467	Hipocrite	Heyitspeter	5
25163408	82497	Jpat34721	Hipocrite	3
25163408	82497	Jpat34721	Hipocrite	3
25163408	82509	Jpat34721	William M. Connolley	3
25163408	82558	Thegoodlocust	ScienceApologist	3
25163408	82604	ScienceApologist	Thegoodlocust	4
25163408	82604	Scjessey	Moogwrench	3
25163408	82604	Scjessey	Moogwrench	3
25163408	82622	A Quest For Knowledge	Hipocrite	4
25163408	82640	Sirwells	Dave souza	3
25163408	82685	A Quest For Knowledge	Macai	8
25163408	82726	Guettarda	Thepm	4
25163408	82754	Nsaa	ChrisO	4
25163408	82754	Nsaa	ChrisO	4
25163408	82754	Thegoodlocust	Short Brigade Harvester Boris	3
25163408	82754	Thegoodlocust	Short Brigade Harvester Boris	3
25163408	82754	Thegoodlocust	Guettarda	3
25163408	82968	Unitanode	KimDabelsteinPetersen	3
25163408	82986	A Quest For Knowledge	Nil Einne	3
25163408	82992	Jpat34721	Heyitspeter	4
25163408	83027	Jpat34721	Hipocrite	3
25163408	83100	Nsaa	Guettarda	3
25163408	83100	Nsaa	Guettarda	4
25163408	83175	A Quest For Knowledge	Scjessey	3
25163408	83188	Hipocrite	Stephan Schulz	4
25163408	83425	Sirwells	Tarc	3
25163408	83447	Dave souza	Ignignot	3
25163408	83458	Hipocrite	Stephan Schulz	4
25163408	83458	Stephan Schulz	Jpat34721	3
25163408	83458	Stephan Schulz	Jpat34721	3
25163408	83458	Stephan Schulz	Jpat34721	3
25163408	83498	TMLutas	Dave souza	3
25163408	83498	TMLutas	Dave souza	3
25163408	83635	Dave souza	Marknutley	3
25163408	83691	Heyitspeter	Arthur Rubin	3
25163408	83820	Scjessey	A Quest For Knowledge	4
25163408	83843	Thepm	Cla68	3
25163408	84144	A Quest For Knowledge	Arthur Rubin	3
25163408	84149	Hipocrite	Moogwrench	3
25163408	84149	Hipocrite	Arzel	3
25163408	84149	StuartH	Arzel	3
25163408	84149	StuartH	Arzel	3
25163408	84149	StuartH	Arzel	3
25163408	84149	Hipocrite	Arzel	3
25163408	84309	Chadhoward	Hipocrite	3
25163408	84309	Chadhoward	Hipocrite	3
25163408	84309	Chadhoward	Dave souza	3
25163408	84309	Chadhoward	Dave souza	3
25163408	84309	Chadhoward	Dave souza	3
25163408	84309	Chadhoward	Dave souza	3
25163408	84309	Viriditas	Chadhoward	4
25163408	84351	99.142.1.101	Guettarda	3
25163408	84351	99.142.1.101	Guettarda	3
25163408	84351	Tarc	Moogwrench	5
25163408	84378	Hans Adler	A Quest For Knowledge	3
25163408	84555	A Quest For Knowledge	Guettarda	6
25163408	84755	A Quest For Knowledge	Viriditas	3
25163408	84778	Tony Sidaway	Cla68	3
25163408	84778	A Quest For Knowledge	ChrisO	3
25163408	84778	A Quest For Knowledge	Viriditas	4
25163408	84778	Tony Sidaway	Cla68	3
25163408	84800	Viriditas	A Quest For Knowledge	5
25163408	84810	ChrisO	Hipocrite	3
25163408	84947	Yopienso	Tony Sidaway	5
25163408	84947	Yopienso	Tony Sidaway	5
25163408	84947	Yopienso	Mikenorton	4
25163408	85012	Dave souza	Sphilbrick	3
25163408	85094	Dave souza	Heyitspeter	4
25163408	85094	Dave souza	Heyitspeter	4
25163408	85094	Dave souza	Heyitspeter	4
25163408	85094	Dave souza	Heyitspeter	4
25163408	85123	A Quest For Knowledge	JohnWBarber	3
25163408	85163	William M. Connolley	A Quest For Knowledge	3
25163408	85163	Q Science	William M. Connolley	3
25163408	85189	72.192.46.9	Heyitspeter	3
25163408	85189	72.192.46.9	Dave souza	3
25163408	85220	Dave souza	Heyitspeter	3
25163408	85220	Guettarda	A Quest For Knowledge	4
25163408	85220	Guettarda	A Quest For Knowledge	5
25163408	85220	Guettarda	A Quest For Knowledge	5
25163408	85220	KimDabelsteinPetersen	A Quest For Knowledge	9
25163408	85309	A Quest For Knowledge	Nigelj	3
25163408	85349	A Quest For Knowledge	Kenosis	3
25163408	85354	Dave souza	A Quest For Knowledge	3
25163408	85354	Dave souza	A Quest For Knowledge	3
25163408	85368	Macai	Mikenorton	3
25163408	85368	Nsaa	StuartH	3
25163408	85368	Nsaa	StuartH	11
25163408	85390	Dave souza	130.232.214.10	5
25163408	85390	Dave souza	130.232.214.10	5
25163408	85429	Guettarda	Peterlewis	3
25163408	85470	Cla68	Viriditas	5
25163408	85495	FellGleaming	ChrisO	3
25163408	85495	FellGleaming	ChrisO	3
25163408	85792	ScottyBerg	85.76.17.119	3
25163408	85848	Heyitspeter	Guettarda	3
25163408	85848	Heyitspeter	Viriditas	5
25163408	85848	Heyitspeter	Cla68	3
25163408	85929	Cla68	ChrisO	3
25163408	85929	Cla68	ChrisO	3
25163408	86054	Heyitspeter	ScottyBerg	6
25163408	86054	ScottyBerg	Yopienso	3
25163408	86090	Heyitspeter	Nigelj	3
25163408	86090	Heyitspeter	Viriditas	3
25163408	86090	Heyitspeter	Viriditas	3
25163408	86090	Heyitspeter	Viriditas	3
25163408	86102	Yopienso	ChrisO	3
25163408	86115	-1	Dave souza	3
25163408	86115	-1	Dave souza	3
25163408	86115	-1	Hipocrite	5
25163408	86152	A Quest For Knowledge	ChrisO	3
25163408	86242	Heyitspeter	Viriditas	3
25163408	86329	Hipocrite	Heyitspeter	4
25163408	86329	Hipocrite	Heyitspeter	4
25163408	86329	StuartH	Hipocrite	3
25163408	86358	Cla68	Stephan Schulz	3
25163408	86358	91.153.115.15	Stephan Schulz	3
25163408	86390	Dave souza	94.170.107.247	4
25163408	86419	91.153.115.15	Nigelj	3
25163408	86441	ChrisO	Arthur Rubin	3
25163408	86448	Hipocrite	Rumping	5
25163408	86448	Hipocrite	ScottyBerg	6
25163408	86448	ScottyBerg	Rumping	3
25163408	86541	Cla68	Scjessey	4
25163408	86541	Cla68	Scjessey	4
25163408	86541	ScottyBerg	Hipocrite	4
25163408	86541	ScottyBerg	Hipocrite	5
25163408	86541	ScottyBerg	Hipocrite	5
25163408	86584	ScottyBerg	Viriditas	3
25163408	86584	ScottyBerg	Viriditas	3
25163408	86590	A Quest For Knowledge	Viriditas	3
25163408	86590	A Quest For Knowledge	Viriditas	3
25163408	86624	Tarc	WVBluefield	3
25163408	86703	Cla68	ChrisO	7
25163408	86703	Cla68	Short Brigade Harvester Boris	4
25163408	86703	Cla68	ChrisO	7
25163408	86703	Viriditas	Short Brigade Harvester Boris	3
25163408	86703	Viriditas	Cla68	3
25163408	86703	Viriditas	Cla68	3
25163408	86703	ChrisO	Cla68	4
25163408	86747	Guettarda	Tillman	5
25163408	86747	Guettarda	ScottyBerg	4
25163408	86814	-1	Future Perfect at Sunrise	3
25163408	86814	-1	ChrisO	4
25163408	86854	Minor4th	Prodego	3
25163408	86876	*Kat*	BigK HeX	4
25163408	86876	*Kat*	BigK HeX	5
25163408	86940	-1	StuartH	3
25163408	87072	ScottyBerg	Viriditas	9
25163408	87143	Yopienso	StuartH	3
25163408	87143	GregJackP	StuartH	3
25163408	87143	Viriditas	A Quest For Knowledge	7
25163408	87372	Cla68	Short Brigade Harvester Boris	3
25163408	87412	ChrisO	A Quest For Knowledge	3
25163408	87412	ChrisO	Nigelj	4
25163408	87515	William M. Connolley	Arthur Rubin	3
25163408	87515	William M. Connolley	Arthur Rubin	3
25163408	87580	Cla68	William M. Connolley	3
25163408	87620	Hans Adler	Short Brigade Harvester Boris	3
25163408	87711	Yopienso	Arthur Rubin	3
25163408	87748	Sailsbystars	130.232.214.10	3
25163408	87890	Thepm	TenOfAllTrades	3
25163408	87964	Thepm	Viriditas	4
25163408	87964	Thepm	Viriditas	5
25163408	87977	Viriditas	Yopienso	4
25163408	88033	Viriditas	Tillman	3
25163408	88060	Arthur Rubin	Viriditas	3
25163408	88060	Dave souza	Arthur Rubin 	3
25163408	88119	Viriditas	Thepm	3
25163408	88119	Viriditas	Alexh19740110	4
25163408	88119	Viriditas	Alexh19740110	4
25163408	88119	Viriditas	Sailsbystars	4
25163408	88133	Thepm	Anna Frodesiak	4
25163408	88173	Alexh19740110	Viriditas	6
25163408	88222	Viriditas	Thepm	3
25163408	88253	Tillman	KimDabelsteinPetersen	3
25163408	88258	Viriditas	Alexh19740110	3
25163408	88258	Viriditas	Arthur Rubin	3
25163408	88258	KimDabelsteinPetersen	Arthur Rubin	4
25163408	88281	Alexh19740110	KimDabelsteinPetersen	4
25163408	88281	KimDabelsteinPetersen	Tillman	3
25163408	88308	Short Brigade Harvester Boris	Viriditas	3
25163408	88308	Short Brigade Harvester Boris	Stephan Schulz	3
25163408	88308	Short Brigade Harvester Boris	Tillman	3
25163408	88335	Alexh19740110	Viriditas	6
25163408	88335	Viriditas	Arthur Rubin	4
25163408	88335	Arthur Rubin	KimDabelsteinPetersen	4
25163408	88353	Alexh19740110	KimDabelsteinPetersen	4
25163408	88353	KimDabelsteinPetersen	Tillman	3
25163408	88362	Viriditas	Arthur Rubin	4
25163408	88362	Arthur Rubin	Nigelj	3
25163408	88362	Viriditas	Arthur Rubin	4
25163408	88362	Viriditas	Arthur Rubin	4
25163408	88362	Viriditas	Arthur Rubin	5
25163408	88362	Viriditas	Arthur Rubin	5
25163408	88389	Viriditas	Tillman	4
25163408	88389	Viriditas	Tillman	4
25163408	88389	Viriditas	Tillman	4
25163408	88389	Viriditas	Tillman	4
25163408	88389	Viriditas	Tillman	4
25163408	88499	Alexh19740110	Sindinero	3
25163408	88507	Tillman	Viriditas	3
25163408	88544	Viriditas	Arthur Rubin	6
25163408	88544	Viriditas	Arthur Rubin	6
25163408	88544	Arthur Rubin	Viriditas	3
25163408	88606	Viriditas	Arthur Rubin	5
25163408	88606	Viriditas	Alexh19740110	3
25163408	88606	Viriditas	Arthur Rubin	3
25163408	88606	Viriditas	Alexh19740110	6
25163408	88651	Tillman	Nigelj	3
25163408	88732	Arthur Rubin	Viriditas	5
25163408	88775	Arthur Rubin	99.181.156.173	3
25163408	88789	Viriditas	Arthur Rubin	4
25163408	88923	Viriditas	Tillman	5
25163408	88943	Arthur Rubin	Viriditas	5
25163408	88943	Arthur Rubin	97.87.29.188	4
25163408	89009	Viriditas	Arthur Rubin	3
25163408	89018	Sailsbystars	Viriditas	4
25163408	89083	Dave souza	Tillman	5
25163408	89083	Viriditas	Tillman	3
25163408	89168	Cerejota	Dicklyon	3
25163408	89292	Viriditas	Gise-354x	4
25163408	89320	Gise-354x	Yopienso	4
25163408	89348	Yopienso	VsevolodKrolikov	3
25163408	89348	Yopienso	VsevolodKrolikov	3
25163408	89348	Yopienso	VsevolodKrolikov	3
25163408	89348	Yopienso	VsevolodKrolikov	4
25163408	89367	Gise-354x	VsevolodKrolikov	3
25163408	89367	Gise-354x	VsevolodKrolikov	3
25163408	89367	Gise-354x	Kauffner	3
25163408	89367	Viriditas	VsevolodKrolikov	5
25163408	89367	VsevolodKrolikov	Viriditas	4
25163408	89367	Gise-354x	VsevolodKrolikov	3
25163408	89413	Gise-354x	Yopienso	3
25163408	89594	Kauffner	Viriditas	5
25163408	89605	News Historian	VsevolodKrolikov	5
25163408	89605	News Historian	VsevolodKrolikov	7
25163408	89605	News Historian	Hans Adler	3
25163408	89605	News Historian	Dave souza	3
25163408	89605	News Historian	Hans Adler	3
25163408	89647	Tillman	Dave souza	3
25163408	89684	DGaw	Scjessey	4
25163408	89684	DGaw	Scjessey	4
25163408	89684	DGaw	Scjessey	4
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89684	DGaw	Scjessey	5
25163408	89726	Tony Sidaway	Taylornate	4
25163408	89726	Tony Sidaway	Taylornate	4
25163408	89726	Taylornate	KimDabelsteinPetersen	3
25163408	89726	Taylornate	KimDabelsteinPetersen	3
25163408	89726	Taylornate	Slowjoe17	3
25163408	89757	NewGuy5342	Viriditas	4
25163408	89757	NewGuy5342	Viriditas	4
25163408	89757	NewGuy5342	Viriditas	5
25163408	89778	Tillman	Hans Adler	3
25163408	89786	Tillman	Hans Adler	3
25163408	89806	Slowjoe17	Hans Adler	4
25163408	89806	Slowjoe17	Hans Adler	5
25163408	89821	NewGuy5342	Hans Adler	3
25163408	89841	William M. Connolley	DGaw	3
25163408	89854	Tillman	Dave souza	3
25163408	89854	Tillman	Viriditas	4
25163408	89854	Viriditas	98.135.55.94	3
25163408	89854	Tillman	Viriditas	4
25163408	89854	Tillman	Viriditas	4
25163408	89854	Viriditas	98.135.47.193	3
25163408	89875	DGaw	The Four Deuces	3
25163408	89875	DGaw	The Four Deuces	3
25163408	89875	VsevolodKrolikov	NewGuy5342	4
25163408	89875	KimDabelsteinPetersen	Dave souza	3
25163408	89875	KimDabelsteinPetersen	Itsmejudith	3
25163408	89932	Shadowy Sorcerer	Viriditas	8
25163408	89932	Shadowy Sorcerer	Viriditas	8
25163408	89932	Viriditas	Tillman	3
25163408	89932	Viriditas	Tillman	3
25163408	90109	Viraltux	Matt Fitzpatrick	3
25163408	90122	Phoenix and Winslow	Dave souza	3
25163408	90122	Phoenix and Winslow	Prioryman	3
25163408	90122	Phoenix and Winslow	Prioryman	3
25163408	90122	Phoenix and Winslow	Dave souza	7
25163408	90122	Phoenix and Winslow	Dave souza	9
228131	90354	88.74.5.26	Raymond arritt	3
228131	90431	Andrewjlockley	Awickert	4
228131	90449	Muhammad Suleiman	Atmoz	3
228131	90510	Melcombe	Awickert	3
228131	90527	Wavelength	Awickert	3
228131	90570	NewsAndEventsGuy	Parejkoj	3
228131	90604	Arthur Rubin	99.181.134.19	3
228131	90604	64.27.194.74	Arthur Rubin	3
228131	90614	Petersburg	OuroborosCobra	3
228131	90620	Petersburg	OuroborosCobra	3
228131	90620	Petersburg	NewsAndEventsGuy	3
228131	90727	 205.131.188.5	-1	3
228131	90727	205.131.188.5	-1	4
228131	90727	205.131.188.5	-1	4
228131	90727	205.131.188.5	-1	4
228131	90757	Sailsbystars	NewsAndEventsGuy	3
228131	90757	Sailsbystars	NewsAndEventsGuy	3
228131	90757	Sailsbystars	NewsAndEventsGuy	4
228131	90766	NewsAndEventsGuy	Embram	3
2119179	90810	Silverback	SEWilco	3
2119179	90810	Silverback	SEWilco	3
2119179	91000	Nigelj	Pstudier	3
2119179	91000	Nigelj	Pstudier	3
2119179	91000	Nigelj	Pstudier	3
2119179	91000	Nigelj	Pstudier	3
2119179	91000	Nigelj	Pstudier	3
2119179	91111	NewsAndEventsGuy	Alan Liefting	3
2119179	91195	NewsAndEventsGuy	Arthur Rubin	3
2119179	91205	Nigelj	NewsAndEventsGuy	3
2119179	91211	Enescot	Stephan Schulz	4
59397	91299	MyRedDice	SEWilco	4
59397	91409	Cortonin	Vsmith	3
59397	91409	Cortonin	JonGwynne	3
59397	91409	Cortonin	JonGwynne	4
59397	91496	Vsmith	SEWilco	3
59397	91496	Vsmith	SEWilco	3
59397	91496	Marco Krohn	SEWilco	6
59397	91496	Marco Krohn	Cortonin	3
59397	91496	Marco Krohn	Cortonin	4
59397	91715	Vegasprof	Brusegadi	3
59397	91730	William M. Connolley	RonCram	3
59397	91771	SteveWolfer	Stephan Schulz	4
59397	91848	Stephan Schulz	Unconcerned	5
59397	91848	Unconcerned	Plumbago	3
59397	91893	KimDabelsteinPetersen	Vegasprof	3
59397	91893	KimDabelsteinPetersen	Thegoodlocust	4
59397	91908	Tony Sidaway	Cadae	3
59397	91908	Tony Sidaway	Cadae	3
59397	91926	William M. Connolley	Marknutley	3
59397	91959	Vegasprof	KimDabelsteinPetersen	4
